Subject,MID,MutationOperator,OperatorBefore,OperatorAfter,Class,Method,Line,CharOffset,OriginalCode,MutatedCode,EquiManualBin
Chart-1f,32870,AOR,"+(int,int)","%(int,int)",org.jfree.chart.axis.PeriodAxis,"drawTickLabels(int,java.awt.Graphics2D,org.jfree.chart.axis.AxisState,java.awt.geom.Rectangle2D,org.jfree.chart.util.RectangleEdge)",865,31954,(int)(ww / length) + 1,(int)(ww / length) % 1,False
Chart-1f,33250,EVR,<METHOD_INVOCATION(org.jfree.data.Range)>,<DEFAULT>,org.jfree.chart.axis.PeriodAxis,autoAdjustRange(),1067,39923,vap.getDataRange(this),null,False
Chart-1f,33933,STD,<CALL>,<NO-OP>,org.jfree.chart.renderer.AbstractRenderer,setBaseLegendShape(java.awt.Shape),2561,82991,fireChangeEvent();,<NO-OP>,False
Chart-1f,34073,ROR,"==(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",org.jfree.chart.renderer.AbstractRenderer,"calculateLabelAnchorPoint(org.jfree.chart.labels.ItemLabelAnchor,double,double,org.jfree.chart.plot.PlotOrientation)",2800,90406,anchor == ItemLabelAnchor.INSIDE6,false,False
Chart-1f,34151,AOR,"*(double,double)","%(double,double)",org.jfree.chart.renderer.AbstractRenderer,"calculateLabelAnchorPoint(org.jfree.chart.labels.ItemLabelAnchor,double,double,org.jfree.chart.plot.PlotOrientation)",2819,91384,OPP * this.itemLabelAnchorOffset,OPP % this.itemLabelAnchorOffset,False
Chart-1f,34303,LVR,POS,0,org.jfree.chart.renderer.AbstractRenderer,"calculateLabelAnchorPoint(org.jfree.chart.labels.ItemLabelAnchor,double,double,org.jfree.chart.plot.PlotOrientation)",2847,92712,2.0,0.0,False
Chart-1f,34372,AOR,"*(double,double)","/(double,double)",org.jfree.chart.renderer.AbstractRenderer,"calculateLabelAnchorPoint(org.jfree.chart.labels.ItemLabelAnchor,double,double,org.jfree.chart.plot.PlotOrientation)",2860,93298,2.0 * ADJ,2.0 / ADJ,False
Chart-1f,34390,AOR,"*(double,double)","/(double,double)",org.jfree.chart.renderer.AbstractRenderer,"calculateLabelAnchorPoint(org.jfree.chart.labels.ItemLabelAnchor,double,double,org.jfree.chart.plot.PlotOrientation)",2861,93363,2.0 * OPP * this.itemLabelAnchorOffset,2.0 * OPP / this.itemLabelAnchorOffset,False
Chart-1f,34981,ROR,">(int,int)","<(int,int)",org.jfree.chart.renderer.category.BarRenderer,"calculateBarWidth(org.jfree.chart.plot.CategoryPlot,java.awt.geom.Rectangle2D,org.jfree.data.category.CategoryDataset,org.jfree.chart.renderer.category.CategoryItemRendererState)",762,25468,rows > 1,rows < 1,False
Chart-1f,34985,ROR,">(int,int)","FALSE(int,int)",org.jfree.chart.renderer.category.BarRenderer,"calculateBarWidth(org.jfree.chart.plot.CategoryPlot,java.awt.geom.Rectangle2D,org.jfree.data.category.CategoryDataset,org.jfree.chart.renderer.category.CategoryItemRendererState)",762,25473,rows > 1,false,False
Chart-1f,35122,STD,<ASSIGN>,<NO-OP>,org.jfree.chart.renderer.category.BarRenderer,"calculateBarW0(org.jfree.chart.plot.CategoryPlot,org.jfree.chart.plot.PlotOrientation,java.awt.geom.Rectangle2D,org.jfree.chart.axis.CategoryAxis,org.jfree.chart.renderer.category.CategoryItemRendererState,int,int)",821,28003,"barW0 = domainAxis.getCategoryMiddle(column, getColumnCount(), dataArea, plot.getDomainAxisEdge()) - state.getBarWidth() / 2.0;",<NO-OP>,False
Chart-1f,35336,AOR,"-(double,double)","/(double,double)",org.jfree.chart.renderer.category.BarRenderer,"drawItem(java.awt.Graphics2D,org.jfree.chart.renderer.category.CategoryItemRendererState,java.awt.geom.Rectangle2D,org.jfree.chart.plot.CategoryPlot,org.jfree.chart.axis.CategoryAxis,org.jfree.chart.axis.ValueAxis,org.jfree.data.category.CategoryDataset,int,int,boolean,int)",1021,36195,barL0 - barL0Adj,barL0 / barL0Adj,False
Chart-1f,35460,AOR,"-(double,double)","*(double,double)",org.jfree.chart.renderer.category.BarRenderer,"calculateLabelAnchorPoint(org.jfree.chart.labels.ItemLabelAnchor,java.awt.geom.Rectangle2D,org.jfree.chart.plot.PlotOrientation)",1168,41978,bar.getX() - offset,bar.getX() * offset,False
Chart-1f,35538,ROR,"==(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",org.jfree.chart.renderer.category.BarRenderer,"calculateLabelAnchorPoint(org.jfree.chart.labels.ItemLabelAnchor,java.awt.geom.Rectangle2D,org.jfree.chart.plot.PlotOrientation)",1214,43713,anchor == ItemLabelAnchor.INSIDE10,false,False
Chart-1f,36243,AOR,"-(double,double)","/(double,double)",org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,"drawDomainMarker(java.awt.Graphics2D,org.jfree.chart.plot.CategoryPlot,org.jfree.chart.axis.CategoryAxis,org.jfree.chart.plot.CategoryMarker,java.awt.geom.Rectangle2D)",1141,42229,v1 - v0,v1 / v0,False
Chart-1f,36246,ROR,"==(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,"drawDomainMarker(java.awt.Graphics2D,org.jfree.chart.plot.CategoryPlot,org.jfree.chart.axis.CategoryAxis,org.jfree.chart.plot.CategoryMarker,java.awt.geom.Rectangle2D)",1143,42289,orientation == PlotOrientation.VERTICAL,false,False
Chart-1f,36533,STD,<CALL>,<NO-OP>,org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,"drawItemLabel(java.awt.Graphics2D,org.jfree.chart.plot.PlotOrientation,org.jfree.data.category.CategoryDataset,int,int,boolean,double,double,boolean)",1616,61584,g2.setPaint(paint);,<NO-OP>,False
Chart-1f,36788,EVR,<MEMBER_SELECT(double)>,<DEFAULT>,org.jfree.chart.renderer.xy.XYBarRenderer,getBase(),367,13104,this.base,0.0,False
Chart-1f,36904,ROR,"<=(double,double)","<(double,double)",org.jfree.chart.renderer.xy.XYBarRenderer,"createBar(java.awt.Graphics2D,java.awt.geom.Rectangle2D,org.jfree.chart.plot.XYPlot,org.jfree.chart.axis.ValueAxis,org.jfree.chart.axis.ValueAxis,org.jfree.data.xy.XYDataset,int,int,boolean)",828,27568,value0 <= value1,value0 < value1,True
Chart-1f,37020,AOR,"+(double,double)","*(double,double)",org.jfree.chart.renderer.xy.XYBarRenderer,"createBar(java.awt.Graphics2D,java.awt.geom.Rectangle2D,org.jfree.chart.plot.XYPlot,org.jfree.chart.axis.ValueAxis,org.jfree.chart.axis.ValueAxis,org.jfree.data.xy.XYDataset,int,int,boolean)",886,29761,left + cut / 2,left * (cut / 2),False
Chart-1f,37377,COR,"||(boolean,boolean)","LHS(boolean,boolean)",org.jfree.chart.renderer.xy.XYBarRenderer,isInternalAnchor(org.jfree.chart.labels.ItemLabelAnchor),1195,41646,anchor == ItemLabelAnchor.CENTER || anchor == ItemLabelAnchor.INSIDE1 || anchor == ItemLabelAnchor.INSIDE2 || anchor == ItemLabelAnchor.INSIDE3 || anchor == ItemLabelAnchor.INSIDE4 || anchor == ItemLabelAnchor.INSIDE5,anchor == ItemLabelAnchor.CENTER || anchor == ItemLabelAnchor.INSIDE1 || anchor == ItemLabelAnchor.INSIDE2 || anchor == ItemLabelAnchor.INSIDE3 || anchor == ItemLabelAnchor.INSIDE4,False
Chart-1f,37379,COR,"||(boolean,boolean)","TRUE(boolean,boolean)",org.jfree.chart.renderer.xy.XYBarRenderer,isInternalAnchor(org.jfree.chart.labels.ItemLabelAnchor),1200,41907,anchor == ItemLabelAnchor.CENTER || anchor == ItemLabelAnchor.INSIDE1 || anchor == ItemLabelAnchor.INSIDE2 || anchor == ItemLabelAnchor.INSIDE3 || anchor == ItemLabelAnchor.INSIDE4 || anchor == ItemLabelAnchor.INSIDE5,true,False
Chart-1f,37699,EVR,<TYPE_CAST(org.jfree.chart.annotations.XYAnnotation)>,<DEFAULT>,org.jfree.chart.renderer.xy.AbstractXYItemRenderer,removeAnnotations(),753,28024,(XYAnnotation)this.backgroundAnnotations.get(i),null,False
Chart-1f,37848,STD,<CALL>,<NO-OP>,org.jfree.chart.renderer.xy.AbstractXYItemRenderer,"getLegendItem(int,int)",1045,38234,item.setLabelPaint(labelPaint);,<NO-OP>,False
Chart-1f,37907,AOR,"-(double,double)","+(double,double)",org.jfree.chart.renderer.xy.AbstractXYItemRenderer,"fillDomainGridBand(java.awt.Graphics2D,org.jfree.chart.plot.XYPlot,org.jfree.chart.axis.ValueAxis,java.awt.geom.Rectangle2D,double,double)",1151,42320,x2 - x1,x2 + x1,False
Chart-1f,37946,ROR,"==(java.lang.Object,java.lang.Object)","TRUE(java.lang.Object,java.lang.Object)",org.jfree.chart.renderer.xy.AbstractXYItemRenderer,"drawDomainGridLine(java.awt.Graphics2D,org.jfree.chart.plot.XYPlot,org.jfree.chart.axis.ValueAxis,java.awt.geom.Rectangle2D,double)",1226,44945,orientation == PlotOrientation.HORIZONTAL,true,False
Chart-1f,38142,EVR,<METHOD_INVOCATION(org.jfree.chart.plot.PlotOrientation)>,<DEFAULT>,org.jfree.chart.renderer.xy.AbstractXYItemRenderer,"drawRangeMarker(java.awt.Graphics2D,org.jfree.chart.plot.XYPlot,org.jfree.chart.axis.ValueAxis,org.jfree.chart.plot.Marker,java.awt.geom.Rectangle2D)",1552,58184,plot.getOrientation(),null,False
Chart-1f,38928,STD,<RETURN>,<NO-OP>,org.jfree.chart.plot.PieLabelRecord,equals(java.lang.Object),261,7197,return false;,<NO-OP>,False
Chart-1f,39282,LVR,POS,0,org.jfree.chart.axis.MarkerAxisBand,hashCode(),269,8949,37,0,False
Chart-1f,39373,LVR,POS,0,org.jfree.chart.axis.PeriodAxisLabelInfo,,84,3180,2,0,False
Chart-1f,39648,ROR,"!=(double,double)","FALSE(double,double)",org.jfree.chart.text.TextBox,equals(java.lang.Object),343,8829,this.shadowYOffset != that.shadowYOffset,false,False
Chart-1f,39687,LVR,0,POS,org.jfree.chart.text.TextBox,hashCode(),365,9486,0,1,False
Chart-1f,39778,LOR,"^(long,long)","&(long,long)",org.jfree.chart.text.TextBox,hashCode(),375,10037,temp ^ (temp >>> 32),temp & (temp >>> 32),False
Chart-1f,39821,LVR,POS,NEG,org.jfree.chart.plot.IntervalMarker,"<init>(double,double,java.awt.Paint)",98,3633,0.8F,-0.8F,False
Chart-1f,39938,ROR,"==(java.lang.Object,java.lang.Object)","TRUE(java.lang.Object,java.lang.Object)",org.jfree.chart.annotations.AbstractXYAnnotation,equals(java.lang.Object),177,5896,obj == this,true,False
Chart-1f,39950,LVR,FALSE,TRUE,org.jfree.chart.annotations.AbstractXYAnnotation,equals(java.lang.Object),188,6294,false,true,False
Chart-1f,40066,ROR,"==(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",org.jfree.chart.annotations.CategoryLineAnnotation,"draw(java.awt.Graphics2D,org.jfree.chart.plot.CategoryPlot,java.awt.geom.Rectangle2D,org.jfree.chart.axis.CategoryAxis,org.jfree.chart.axis.ValueAxis,int,org.jfree.chart.plot.PlotRenderingInfo)",334,11318,orientation == PlotOrientation.VERTICAL,false,False
Chart-1f,40914,AOR,"+(int,int)","/(int,int)",org.jfree.chart.annotations.TextAnnotation,hashCode(),339,10537,37 * result + this.textAnchor.hashCode(),37 * result / this.textAnchor.hashCode(),False
Chart-1f,41343,AOR,"-(double,double)","+(double,double)",org.jfree.chart.annotations.XYDrawableAnnotation,"draw(java.awt.Graphics2D,org.jfree.chart.plot.XYPlot,java.awt.geom.Rectangle2D,org.jfree.chart.axis.ValueAxis,org.jfree.chart.axis.ValueAxis,int,org.jfree.chart.plot.PlotRenderingInfo)",174,6681,j2DX - this.displayWidth / 2.0,j2DX + this.displayWidth / 2.0,False
Chart-1f,41599,ROR,"!=(double,double)","<(double,double)",org.jfree.chart.annotations.XYImageAnnotation,equals(java.lang.Object),262,8725,this.y != that.y,this.y < that.y,False
Chart-1f,42001,AOR,"*(double,double)","+(double,double)",org.jfree.chart.annotations.XYPointerAnnotation,"draw(java.awt.Graphics2D,org.jfree.chart.plot.XYPlot,java.awt.geom.Rectangle2D,org.jfree.chart.axis.ValueAxis,org.jfree.chart.axis.ValueAxis,int,org.jfree.chart.plot.PlotRenderingInfo)",428,14195,Math.cos(this.angle) * (this.baseRadius + this.labelOffset),Math.cos(this.angle) + (this.baseRadius + this.labelOffset),False
Chart-1f,42382,COR,"||(boolean,boolean)","&&(boolean,boolean)",org.jfree.chart.annotations.XYTextAnnotation,"draw(java.awt.Graphics2D,org.jfree.chart.plot.XYPlot,java.awt.geom.Rectangle2D,org.jfree.chart.axis.ValueAxis,org.jfree.chart.axis.ValueAxis,int,org.jfree.chart.plot.PlotRenderingInfo)",569,17342,toolTip != null || url != null,toolTip != null && url != null,False
Chart-1f,42689,COR,"&&(boolean,boolean)","LHS(boolean,boolean)",org.jfree.chart.annotations.XYPolygonAnnotation,"draw(java.awt.Graphics2D,org.jfree.chart.plot.XYPlot,java.awt.geom.Rectangle2D,org.jfree.chart.axis.ValueAxis,org.jfree.chart.axis.ValueAxis,int,org.jfree.chart.plot.PlotRenderingInfo)",257,9538,this.stroke != null && this.outlinePaint != null,this.stroke != null,False
Chart-1f,42855,LVR,POS,NEG,org.jfree.chart.annotations.XYShapeAnnotation,"draw(java.awt.Graphics2D,org.jfree.chart.plot.XYPlot,java.awt.geom.Rectangle2D,org.jfree.chart.axis.ValueAxis,org.jfree.chart.axis.ValueAxis,int,org.jfree.chart.plot.PlotRenderingInfo)",192,7807,1.0F,-1.0F,False
Chart-1f,42960,AOR,"+(int,int)","%(int,int)",org.jfree.chart.annotations.XYShapeAnnotation,hashCode(),264,10042,37 * result + HashUtilities.hashCodeForPaint(this.outlinePaint),37 * result % HashUtilities.hashCodeForPaint(this.outlinePaint),False
Chart-1f,43048,AOR,"+(double,double)","/(double,double)",org.jfree.chart.annotations.XYTitleAnnotation,"draw(java.awt.Graphics2D,org.jfree.chart.plot.XYPlot,java.awt.geom.Rectangle2D,org.jfree.chart.axis.ValueAxis,org.jfree.chart.axis.ValueAxis,int,org.jfree.chart.plot.PlotRenderingInfo)",263,8312,yRange.getLowerBound() + (this.y * yRange.getLength()),yRange.getLowerBound() / (this.y * yRange.getLength()),False
Chart-1f,43271,ROR,"==(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",org.jfree.chart.axis.AxisCollection,"add(org.jfree.chart.axis.Axis,org.jfree.chart.util.RectangleEdge)",130,4130,edge == RectangleEdge.TOP,false,False
Chart-1f,43589,AOR,"*(double,double)","%(double,double)",org.jfree.chart.axis.CyclicNumberAxis,"refreshTicksHorizontal(java.awt.Graphics2D,java.awt.geom.Rectangle2D,org.jfree.chart.util.RectangleEdge)",440,15373,Math.ceil(cycleBound / unit) * unit,Math.ceil(cycleBound / unit) % unit,False
Chart-1f,43615,ROR,"<=(double,double)",">(double,double)",org.jfree.chart.axis.CyclicNumberAxis,"refreshTicksHorizontal(java.awt.Graphics2D,java.awt.geom.Rectangle2D,org.jfree.chart.util.RectangleEdge)",456,15897,currentTickValue <= upperValue,currentTickValue > upperValue,False
Chart-1f,43656,LVR,POS,NEG,org.jfree.chart.axis.CyclicNumberAxis,"refreshTicksHorizontal(java.awt.Graphics2D,java.awt.geom.Rectangle2D,org.jfree.chart.util.RectangleEdge)",479,16815,2.0,-2.0,False
Chart-1f,43677,ROR,"==(float,float)",">(float,float)",org.jfree.chart.axis.CyclicNumberAxis,"refreshTicksHorizontal(java.awt.Graphics2D,java.awt.geom.Rectangle2D,org.jfree.chart.util.RectangleEdge)",486,17093,lastX == x,lastX > x,False
Chart-1f,43722,STD,<ASSIGN>,<NO-OP>,org.jfree.chart.axis.CyclicNumberAxis,"refreshTicksHorizontal(java.awt.Graphics2D,java.awt.geom.Rectangle2D,org.jfree.chart.util.RectangleEdge)",504,17951,anchor = TextAnchor.BOTTOM_CENTER;,<NO-OP>,False
Chart-1f,44084,COR,<METHOD_INVOCATION(boolean)>,TRUE,org.jfree.chart.axis.CyclicNumberAxis,"refreshVerticalTicks(java.awt.Graphics2D,java.awt.geom.Rectangle2D,org.jfree.chart.util.RectangleEdge)",686,25794,isInverted(),true,False
Chart-1f,44213,AOR,"-(double,double)","+(double,double)",org.jfree.chart.axis.CyclicNumberAxis,"java2DToValue(double,java.awt.geom.Rectangle2D,org.jfree.chart.util.RectangleEdge)",770,28896,jmax - java2DValue,jmax + java2DValue,False
Chart-1f,44431,AOR,"-(double,double)","*(double,double)",org.jfree.chart.axis.CyclicNumberAxis,"valueToJava2D(double,java.awt.geom.Rectangle2D,org.jfree.chart.util.RectangleEdge)",836,31020,value - vp,value * vp,False
Chart-1f,44924,LVR,0,POS,org.jfree.chart.axis.DateAxis,"valueToJava2D(double,java.awt.geom.Rectangle2D,org.jfree.chart.util.RectangleEdge)",754,27458,0.0,1.0,False
Chart-1f,45353,ROR,"==(java.lang.Object,java.lang.Object)","!=(java.lang.Object,java.lang.Object)",org.jfree.chart.axis.DateAxis,"previousStandardDate(java.util.Date,org.jfree.chart.axis.DateTickUnit)",1031,37991,this.tickMarkPosition == DateTickMarkPosition.MIDDLE,this.tickMarkPosition != DateTickMarkPosition.MIDDLE,False
Chart-1f,45528,STD,<CALL>,<NO-OP>,org.jfree.chart.axis.DateAxis,"createStandardDateTickUnits(java.util.TimeZone,java.util.Locale)",1215,45543,"units.add(new DateTickUnit(DateTickUnitType.MINUTE, 30, DateTickUnitType.MINUTE, 5, f3));",<NO-OP>,False
Chart-1f,45770,ROR,">(double,double)","<(double,double)",org.jfree.chart.axis.DateAxis,"selectHorizontalAutoTickUnit(java.awt.Graphics2D,java.awt.geom.Rectangle2D,org.jfree.chart.util.RectangleEdge)",1382,52502,tickLabelWidth > unit2Width,tickLabelWidth < unit2Width,False
Chart-1f,46440,AOR,"*(long,long)","%(long,long)",org.jfree.chart.axis.DateTickUnit,"getMillisecondCount(org.jfree.chart.axis.DateTickUnitType,int)",310,9820,24L * 60L * 60L,24L * 60L % 60L,False
Chart-1f,46832,COR,<METHOD_INVOCATION(boolean)>,TRUE,org.jfree.chart.axis.LogAxis,"java2DToValue(double,java.awt.geom.Rectangle2D,org.jfree.chart.util.RectangleEdge)",315,10333,RectangleEdge.isLeftOrRight(edge),true,False
Chart-1f,46894,LVR,0,POS,org.jfree.chart.axis.LogAxis,"valueToJava2D(double,java.awt.geom.Rectangle2D,org.jfree.chart.util.RectangleEdge)",350,11462,0.0,1.0,False
Chart-1f,46993,ROR,"<(double,double)","<=(double,double)",org.jfree.chart.axis.LogAxis,autoAdjustRange(),410,13341,range < minRange,range <= minRange,True
Chart-1f,47203,EVR,<IDENTIFIER(java.util.List)>,<DEFAULT>,org.jfree.chart.axis.LogAxis,"refreshTicksVertical(java.awt.Graphics2D,java.awt.geom.Rectangle2D,org.jfree.chart.util.RectangleEdge)",594,20317,ticks,null,False
Chart-1f,47308,STD,<ASSIGN>,<NO-OP>,org.jfree.chart.axis.LogAxis,"estimateMaximumTickLabelWidth(java.awt.Graphics2D,org.jfree.chart.axis.TickUnit)",787,27230,"result += Math.max(w1, w2);",<NO-OP>,False
Chart-1f,47445,LVR,POS,0,org.jfree.chart.axis.LogAxis,hashCode(),894,30337,37,0,False
Chart-1f,47562,EVR,<MEMBER_SELECT(boolean)>,<DEFAULT>,org.jfree.chart.axis.LogarithmicAxis,getAllowNegativesFlag(),178,7784,this.allowNegativesFlag,false,False
Chart-1f,47599,ROR,">(double,double)","TRUE(double,double)",org.jfree.chart.axis.LogarithmicAxis,setupSmallLogFlag(),292,11910,lowerVal > 0.0,true,False
Chart-1f,47714,LVR,POS,0,org.jfree.chart.axis.LogarithmicAxis,computeLogFloor(double),415,16466,10.0,0.0,False
Chart-1f,47749,LVR,POS,0,org.jfree.chart.axis.LogarithmicAxis,computeLogFloor(double),427,17142,10,0,False
Chart-1f,47946,COR,"&&(boolean,boolean)","FALSE(boolean,boolean)",org.jfree.chart.axis.LogarithmicAxis,autoAdjustRange(),553,22127,!this.allowNegativesFlag && lower >= 0.0 && lower < SMALL_LOG_VALUE,false,False
Chart-1f,48125,AOR,"-(double,double)","*(double,double)",org.jfree.chart.axis.LogarithmicAxis,autoAdjustRange(),598,24600,upper - lower,upper * lower,False
Chart-1f,48278,AOR,"/(double,double)","+(double,double)",org.jfree.chart.axis.LogarithmicAxis,"java2DToValue(double,java.awt.geom.Rectangle2D,org.jfree.chart.util.RectangleEdge)",686,27705,(java2DValue - plotMin) / (plotMax - plotMin),(java2DValue - plotMin) + (plotMax - plotMin),False
Chart-1f,48748,LVR,POS,0,org.jfree.chart.axis.LogarithmicAxis,"refreshTicksHorizontal(java.awt.Graphics2D,java.awt.geom.Rectangle2D,org.jfree.chart.util.RectangleEdge)",824,34541,2,0,False
Chart-1f,48862,ROR,">=(double,double)",">(double,double)",org.jfree.chart.axis.LogarithmicAxis,"refreshTicksHorizontal(java.awt.Graphics2D,java.awt.geom.Rectangle2D,org.jfree.chart.util.RectangleEdge)",836,35045,currentTickValue >= lowerBoundVal - SMALL_LOG_VALUE,currentTickValue > lowerBoundVal - SMALL_LOG_VALUE,False
Chart-1f,49027,EVR,<METHOD_INVOCATION(java.text.NumberFormat)>,<DEFAULT>,org.jfree.chart.axis.LogarithmicAxis,"refreshTicksVertical(java.awt.Graphics2D,java.awt.geom.Rectangle2D,org.jfree.chart.util.RectangleEdge)",940,39631,getNumberFormatOverride(),null,False
Chart-1f,49051,LVR,POS,0,org.jfree.chart.axis.LogarithmicAxis,"refreshTicksVertical(java.awt.Graphics2D,java.awt.geom.Rectangle2D,org.jfree.chart.util.RectangleEdge)",970,41258,10,0,False
Chart-1f,49217,STD,<ASSIGN>,<NO-OP>,org.jfree.chart.axis.LogarithmicAxis,"refreshTicksVertical(java.awt.Graphics2D,java.awt.geom.Rectangle2D,org.jfree.chart.util.RectangleEdge)",1039,45028,rotationAnchor = TextAnchor.BOTTOM_CENTER;,<NO-OP>,False
Chart-1f,49537,AOR,"-(double,double)","%(double,double)",org.jfree.chart.axis.ModuloAxis,"transEnd(double,java.awt.geom.Rectangle2D,org.jfree.chart.util.RectangleEdge,double,double)",263,9009,max - min,max % min,False
Chart-1f,49592,AOR,"%(double,double)","-(double,double)",org.jfree.chart.axis.ModuloAxis,mapValueToFixedRange(double),284,9636,(value - lower) % length,(value - lower) - length,False
Chart-1f,50855,STD,<CALL>,<NO-OP>,org.jfree.chart.axis.SegmentedTimeline,getTime(java.util.Date),1183,46913,"this.workingCalendarNoDST.set(this.workingCalendar.get(Calendar.YEAR), this.workingCalendar.get(Calendar.MONTH), this.workingCalendar.get(Calendar.DATE), this.workingCalendar.get(Calendar.HOUR_OF_DAY), this.workingCalendar.get(Calendar.MINUTE), this.workingCalendar.get(Calendar.SECOND));",<NO-OP>,False
